CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
DLCHI375,PRESA LUIS L. LEON 5,RÍO CONCHOS 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,ALDAMA,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,28.9668,-105.3012
DLCHI376,PRESA LUIS L. LEON 6,RÍO CONCHOS 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,ALDAMA,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,28.98241,-105.27812
DLCHI377,CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON,RÍO CONCHOS 4,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,ALDAMA,RIO CONCHOS,LÓTICO,RÍO,28.9877,-105.28213
DLCHI378,LOS JUNCOS 3,,847,LOS JUNCOS,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,ACUÍFERO LOS JUNCOS,SUBTERRÁNEO,POZO,29.02095,-104.65735
DLCHI379,LOS JUNCOS 2,,847,LOS JUNCOS,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,ACUÍFERO LOS JUNCOS,SUBTERRÁNEO,POZO,28.99189,-104.66156
DLCHI380,LOS JUNCOS 1,,847,LOS JUNCOS,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,ACUÍFERO LOS JUNCOS,SUBTERRÁNEO,POZO,29.01201,-104.64241
DLCHI381,RH24-8 BRAVO CONCHOS,RÍO CONCHOS 4,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,COYAME DEL SOTOL,RIO SAN JUAN,LÓTICO (HUMEDAL),RÍO,29.554386,-104.865906
DLCHI382,RIO BRAVO 16,RÍO BRAVO 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,RIO BRAVO,LÓTICO,RÍO,29.58108,-104.43472
DLCHI382M1,PUENTE OJINAGA,RÍO CONCHOS 4,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,RIO CONCHOS,LÓTICO,RÍO,29.54503,-104.47619
DLCHI383,RIO BRAVO 17,RÍO BRAVO 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,RIO BRAVO,LÓTICO,RÍO,29.58202,-104.431499
DLCHI383M1,MEOQUI-DELICIAS (M-29),,831,MEOQUI-DELICIAS,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,DELICIAS,ACUÍFERO MEOQUI-DELICIAS,SUBTERRÁNEO,POZO,28.15061,-105.39771
DLCHI384,PUENTE PRESIDIO-OJINAGA,RÍO BRAVO 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,RIO BRAVO,LÓTICO,RÍO,29.55618,-104.39498
DLCHI385,RIO BRAVO 18,RÍO BRAVO 3,,,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,OJINAGA,RIO BRAVO,LÓTICO,RÍO,29.54219,-104.37767
DLCHI386,CASAS GRANDES 2,,806,CASAS GRANDES,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,NUEVO CASAS GRANDES,ACUÍFERO CASAS GRANDES,SUBTERRÁNEO,POZO,30.74747,-107.93687
DLCHI387,ASCENSION 2,,801,ASCENSION,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,ASCENSIÓN,ACUÍFERO ASCENSION,SUBTERRÁNEO,POZO,31.05437,-108.00337
