CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLDUR836,POZO EJ. REVOLUCION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,REVOLUCION,POZO,"-105,100020","26,202660",2021,"197,16",Alta,371,Buena para riego,"237,44","252,8",Excelente para riego,Potable - Dulce,"0,4629",Media,"165,5684",Potable - Dura,161,Buena calidad,"0,538917",Potable - Excelente,"0,0207",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0028",Potable - Excelente,"0,0992",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR837,POZO VILLA HIDALGO,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,SAN FERMIN,POZO,"-104,916110","26,250070",2021,"343,44",Alta,678,Buena para riego,"433,92","476,2",Excelente para riego,Potable - Dulce,"1,0281",Potable - Optima,"271,2928",Potable - Dura,1650,Contaminada,"1,185296",Potable - Excelente,"0,0156",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0115",Potable - Excelente,"0,0908",Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR849,POZO LAS NIEVES,CUENCAS CENTRALES DEL NORTE,DURANGO,OCAMPO,CABRERA-OCAMPO,POZO,"-105,387310","26,397920",2021,"234,26",Alta,549,Buena para riego,"351,36","343,6",Excelente para riego,Potable - Dulce,"1,4306",Potable - Optima,"151,6048",Potable - Dura,213,Aceptable,"2,508343",Potable - Excelente,"0,0124",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5371,POZO DE PARQUE INDUSTRIAL TOLUCA 2000,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,"-99,636214","19,265198",2021,,,245,Excelente para riego,"156,8",288,Excelente para riego,Potable - Dulce,,,,,,,"0,0996",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,00158",Potable - Excelente,"0,15824",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5372,SAN ANTONIO ABAD,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,"-99,565228","19,309457",2021,139,Media,514,Buena para riego,"328,96",369,Excelente para riego,Potable - Dulce,"0,377",Baja,159,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0016",Potable - Excelente,"0,025",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5374,POZO NO. 2 EMPRESA LIQUIMEX S.A DE C.V. (BONAFONT),LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,"-99,571667","19,328889",2021,"152,95",Alta,250,Excelente para riego,160,264,Excelente para riego,Potable - Dulce,<0.2,Baja,"409,81",Potable - Dura,<1.1,Potable - Excelente,"0,0612",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,15825",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST6480,POZO TIC TI,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,"-99,897110","19,807640",2021,"142,5",Media,186,Excelente para riego,"119,04",148,Excelente para riego,Potable - Dulce,"1,0559",Potable - Optima,"127,45",Potable - Dura,20,Buena calidad,"0,037",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,15818",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST6551,POZO TEPOXTEPEC,BALSAS,MEXICO,TENANCINGO,TENANCINGO,POZO,"-99,571270","18,967240",2021,152,Alta,195,Excelente para riego,"124,8",120,Excelente para riego,Potable - Dulce,"0,3588",Baja,"129,41",Potable - Dura,9,Buena calidad,"2,6256",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,12494",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST881,POZO TECOAC ATLACOMULCO,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,"-99,844600","19,775440",2021,"329,65",Alta,489,Buena para riego,"312,96",476,Excelente para riego,Potable - Dulce,<0.2,Baja,"303,92",Potable - Dura,2100,Contaminada,"0,5186",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,15825",Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLEST912,POZO NO. 2 ZINACANTEPEC  CALZADA LA HUERTA,LERMA SANTIAGO PACIFICO,MEXICO,ZINACANTEPEC,VALLE DE TOLUCA,POZO,"-99,742090","19,257750",2021,"186,12",Alta,155,Excelente para riego,"99,2",308,Excelente para riego,Potable - Dulce,"2,0312",Alta,,,<1.1,Potable - Excelente,"1,6096",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,12495",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST913,FFCC FERROCARRILES NACIONALES DE MEXICO-TOLUCA,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,"-99,638610","19,293360",2021,,,298,Buena para riego,"190,72",260,Excelente para riego,Potable - Dulce,,,,,,,"1,6947",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,1568",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLEST917,POZO NUM. 37 OPERADO POR APAS METEPEC,LERMA SANTIAGO PACIFICO,MEXICO,METEPEC,VALLE DE TOLUCA,POZO,"-99,613760","19,244890",2021,"131,1",Media,248,Excelente para riego,"158,72",384,Excelente para riego,Potable - Dulce,"1,9883",Alta,,,<1.1,Potable - Excelente,"2,9676",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,12495",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST918,POZO CUATRO SURCOS SANTA MARIA RAYON,LERMA SANTIAGO PACIFICO,MEXICO,RAYON,VALLE DE TOLUCA,POZO,"-99,587130","19,151120",2021,"169,1",Alta,198,Excelente para riego,"126,72",264,Excelente para riego,Potable - Dulce,"2,4583",Alta,,,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,13928",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,ND,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLEST926,POZO AHUATENCO,LERMA SANTIAGO PACIFICO,MEXICO,TIANGUISTENCO,VALLE DE TOLUCA,POZO,"-99,458790","19,131990",2021,"182,4",Alta,141,Excelente para riego,"90,24",348,Excelente para riego,Potable - Dulce,"1,6318",Alta,,,<1.1,Potable - Excelente,"2,4881",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,15425",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1034M1,COL. RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,"-100,746640","20,521360",2021,426,Indeseable como FAAP,745,Buena para riego,"476,8",526,Cultivos sensibles,Potable - Dulce,"0,779",Potable - Optima,173,Potable - Dura,<1.1,Potable - Excelente,"0,167",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,0053",Potable - Excelente,"0,0011",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1035M1,RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,"-100,740940","20,528670",2021,443,Indeseable como FAAP,1459,Permisible para riego,"933,76",956,Cultivos sensibles,Potable - Dulce,"0,98",Potable - Optima,342,Potable - Dura,<1.1,Potable - Excelente,"0,093",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,018",Potable - Excelente,"0,0008",Potable - Excelente,<0.005,Potable - Excelente,"0,0026",Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1111,LA FRAGUA,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,"-100,468759","21,040662",2021,156,Alta,425,Buena para riego,272,293,Excelente para riego,Potable - Dulce,"0,997",Potable - Optima,103,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,118",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0008",Potable - Excelente,<0.005,Potable - Excelente,"0,0034",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA5950,"POZO CAMPO AZUL, CELAYA, GTO",LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,"-100,834175","20,487250",2021,142,Media,444,Buena para riego,"284,16",379,Excelente para riego,Potable - Dulce,"0,831",Potable - Optima,32,Potable - Suave,<1.1,Potable - Excelente,"0,133",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,0063",Potable - Excelente,"0,0007",Potable - Excelente,<0.005,Potable - Excelente,"0,0016",Potable - Excelente,"0,0374",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA5958,"POZO EL GUADALUPANO, APASEO EL GRANDE",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,"-100,698305","20,544520",2021,248,Alta,820,Permisible para riego,"524,8",519,Cultivos sensibles,Potable - Dulce,"1,279",Potable - Optima,128,Potable - Dura,<1.1,Potable - Excelente,"0,202",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0005",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA5959,"POZO NO. 2, APASEO EL ALTO",LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL ALTO,VALLE DE CELAYA,POZO,"-100,615130","20,450638",2021,181,Alta,474,Buena para riego,"303,36",387,Excelente para riego,Potable - Dulce,"1,279",Potable - Optima,102,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,159",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,0061",Potable - Excelente,"0,001",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA5963,"POZO No.2, GUANAJUATO, GTO",LERMA SANTIAGO PACIFICO,GUANAJUATO,GUANAJUATO,SILAO-ROMITA,POZO,"-101,251289","20,924641",2021,,,325,Buena para riego,208,227,Excelente para riego,Potable - Dulce,,,,,,,"0,087",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0009",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6011,"POZO EJIDO DOLORES, DOLORES HIDALGO, C.I.N.",LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,"-100,934900","21,174800",2021,147,Media,372,Buena para riego,"238,08",300,Excelente para riego,Potable - Dulce,"0,808",Potable - Optima,74,Potable - Moderadamente suave,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0005",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6012,"POZO COL. LINDAVISTA, DOLORES HIDALGO C.I.N.",LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,"-100,960300","21,150200",2021,127,Media,331,Buena para riego,"211,84",280,Excelente para riego,Potable - Dulce,"0,344",Baja,98,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,028",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0007",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6014,"POZO No. 8 SAN PABLO, DOLORES HIDALGO,C.I.N.",LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,"-100,919700","21,144100",2021,142,Media,369,Buena para riego,"236,16",340,Excelente para riego,Potable - Dulce,"0,413",Media,100,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,073",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0008",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6038,MUNICIPIO DE SAN JOSE ITURBIDE (EL GALOMO),LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,"-100,433310","21,057050",2021,,,369,Buena para riego,"236,16",301,Excelente para riego,Potable - Dulce,,,,,,,"0,056",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0019",Potable - Excelente,"0,0383",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6039,MUNICIPIO DE SAN JOSE ITURBIDE (LA CONCEPCION Y LA SOLEDAD),LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,"-100,494380","21,062360",2021,,,501,Buena para riego,"320,64",347,Excelente para riego,Potable - Dulce,,,,,,,"0,107",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6052,MUNICIPIO DE DOLORES HIDALGO (COL. RIO LAJA ),LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,"-100,924440","21,201540",2021,158,Alta,392,Buena para riego,"250,88",309,Excelente para riego,Potable - Dulce,"0,894",Potable - Optima,85,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,083",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,0012",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6080,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  26,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,"-101,636140","21,147611",2021,,,613,Buena para riego,"392,32",420,Excelente para riego,Potable - Dulce,,,,,,,"0,146",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA6082,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  33,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,"-101,693500","21,154750",2021,,,1294,Permisible para riego,"828,16",886,Cultivos sensibles,Potable - Dulce,,,,,,,"0,324",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,0148",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1248,GALON SOBERON,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,POZO,"-99,828120","16,900520",2021,430,Indeseable como FAAP,1081,Permisible para riego,"691,84",1022,Cultivos con manejo especial,Ligeramente salobres,"0,303",Baja,"446,03",Potable - Dura,<1.1,Potable - Excelente,"0,498",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,02134",Potable - Excelente,<0.0005,Potable - Excelente,"0,00849",Potable - Excelente,"0,42712",Puede afectar la salud,"0,18186",Potable - Excelente,Amarillo,"ALC,MN,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
DLGUE1337,POZO ZIHUATANEJO TERMINAL DE AUTOBUSES,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,BAHIA DE ZIHUATANEJO,POZO,"-101,544230","17,649250",2021,"293,867",Alta,1105,Permisible para riego,"707,2",619,Cultivos sensibles,Potable - Dulce,<0.2,Baja,456,Potable - Dura,<1.1,Potable - Excelente,"12,643",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,02721",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,02578",Potable - Excelente,"0,07922",Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLGUE1338,IXTAPA 1,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,IXTAPA,POZO,"-101,589130","17,663220",2021,"268,733",Alta,1096,Permisible para riego,"701,44",568,Cultivos sensibles,Potable - Dulce,<0.2,Baja,450,Potable - Dura,<1.1,Potable - Excelente,"10,401",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,02666",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,11019",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1353,POZO GENARO GALEANA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,POZO,"-99,797530","16,859200",2021,215,Alta,449,Buena para riego,"287,36","461,2",Excelente para riego,Potable - Dulce,<0.2,Baja,"206,014",Potable - Dura,<1.1,Potable - Excelente,"0,494",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,05238",No apta como FAAP,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,55638",Puede afectar la salud,"2,49748",Sin efectos en la salud - Puede dar color al agua,Rojo,"CR,MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,NO
DLHID1418,POZO MINA SAN JUAN,AGUAS DEL VALLE DE MEXICO,HIDALGO,PACHUCA DE SOTO,CUAUTITLAN-PACHUCA,POZO,"-98,727970","20,135770",2021,,,1397,Permisible para riego,"894,08",1400,Cultivos con manejo especial,Ligeramente salobres,,,,,,,"0,1912",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,1538",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1430,POZO ULAPA MELCHOR OCAMPO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TETEPANGO,VALLE DEL MEZQUITAL,POZO,"-99,166730","20,141350",2021,"141,55",Media,1527,Permisible para riego,"977,28",1132,Cultivos con manejo especial,Ligeramente salobres,"0,9202",Potable - Optima,"360,79",Potable - Dura,210,Aceptable,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0041",Potable - Excelente,"0,10151",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLHID1432,MANANTIAL CERRO COLORADO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEZONTEPEC DE ALDAMA,VALLE DEL MEZQUITAL,MANANTIAL,"-99,262360","20,120330",2021,"102,65",Media,1861,Permisible para riego,"1191,04",1388,Cultivos con manejo especial,Ligeramente salobres,"1,9172",Alta,"349,02",Potable - Dura,240,Aceptable,"64,6102",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,08841",Potable - Excelente,Rojo,"FLUO,NO3,",SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLHID1459,POZO EL TORRION,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPETITLAN,VALLE DEL MEZQUITAL,POZO,"-99,377390","20,163500",2021,"304,65",Alta,1013,Permisible para riego,"648,32",844,Cultivos sensibles,Potable - Dulce,"1,8404",Alta,"425,49",Potable - Dura,1100,Contaminada,"1,4081",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0938",Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1510,POZO ZIMAPAN 1,GOLFO NORTE,HIDALGO,ZIMAPAN,ZIMAPAN,POZO,"-99,377260","20,742460",2021,352,Alta,486,Buena para riego,"311,04",323,Excelente para riego,Potable - Dulce,<0.2,Baja,396,Potable - Dura,<1.1,Potable - Excelente,"0,9",Potable - Excelente,"0,0152",Apta como FAAP,<0.003,Potable - Excelente,"0,02446",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,00418",Potable - Excelente,"0,15012",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1511,POZO ZIMAPAN 2,GOLFO NORTE,HIDALGO,ZIMAPAN,ZIMAPAN,POZO,"-99,378520","20,740840",2021,216,Alta,560,Buena para riego,"358,4",395,Excelente para riego,Potable - Dulce,<0.2,Baja,406,Potable - Dura,<1.1,Potable - Excelente,"1,818",Potable - Excelente,"0,0174",Apta como FAAP,<0.003,Potable - Excelente,"0,02429",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,00494",Potable - Excelente,"0,17244",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
