CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
OCPNO4483,PRESA SANALONA 1,RÍO TAMAZULA,,,PACÍFICO NORTE,SINALOA,CULIACÁN,PRESA SANALONA,LÉNTICO (HUMEDAL),PRESA,24.82063,-107.13805
OCPNO4484,RÍO HUMAYA,RÍO CULIACÁN,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO HUMAYA,LÓTICO,RÍO,24.93979,-107.35484
OCPNO4485,RIO CULIACAN 7,RÍO CULIACÁN,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,25.01393,-107.38848
OCPNO4486,PRESA ADOLFO LOPEZ MATEOS 3,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,25.10275,-107.3889
OCPNO4487,PRESA ADOLFO LOPEZ MATEOS 2,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,25.16813,-107.39996
OCPNO4488,PRESA ADOLFO LOPEZ MATEOS 1,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,25.20128,-107.42565
OCPNO4489,PRESA ADOLFO LOPEZ MATEOS 4,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,25.1706,-107.39422
OCPNO4490,RIO BADIRAGUATO 2,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,RIO BADIRAGUATO,LÓTICO,RÍO,25.3452,-107.5448
OCPNO4491,RIO BADIRAGUATO 1,RÍO HUMAYA,,,PACÍFICO NORTE,SINALOA,BADIRAGUATO,RIO BADIRAGUATO,LÓTICO,RÍO,25.40749,-107.55442
OCPNO4492,BOCA DE ARROYO (CNA-402),,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,MOCORITO,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.46517,-107.97163
OCPNO4493,PRESA EUSTAQUIO BUELNA 5,RÍO MOCORITO 1,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,25.4992,-108.04578
OCPNO4494,PRESA EUSTAQUIO BUELNA 3,RÍO MOCORITO 1,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,25.5005,-108.06044
OCPNO4495,PRESA EUSTAQUIO BUELNA 2,RÍO MOCORITO 2,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,25.48339,-108.06475
OCPNO4496,PRESA EUSTAQUIO BUELNA 4,RÍO MOCORITO 1,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,25.51762,-108.05939
OCPNO4497,PRESA EUSTAQUIO BUELNA 6,RÍO MOCORITO 1,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,25.5155,-108.03762
OCPNO4498,POZO CNA-159,,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.43721,-108.13171
OCPNO4499,POZO CNA 188,,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.29359,-108.19576
OCPNO4500,POZO CNA 1,,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.36881,-108.1502
OCPNO4501,SALIDA DE LA PRESA EUSTAQUIO BUELNA,RÍO MOCORITO 2,,,PACÍFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO,LÓTICO (HUMEDAL),RÍO,25.469531,-108.089972
OCPNO4502,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 3,GRUPO DE CORRIENTES HUYAQUI,,,PACÍFICO NORTE,SINALOA,GUASAVE,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO (HUMEDAL),LAGUNA,25.22018,-108.34882
OCPNO4503W1,RH10-1 SINALOA,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO (HUMEDAL),RÍO,25.32552,-108.45669
OCPNO4504,LA BRECHA,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO,RÍO,25.37127,-108.42355
OCPNO4505,RIO SINALOA 5,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO,RÍO,25.44581,-108.44489
OCPNO4506,RIO SINALOA 6,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO,RÍO,25.5491,-108.44778
OCPNO4507M1,PRESA LUIS DONALDO COLOSIO 1,RÍO FUERTE 1,,,PACÍFICO NORTE,SINALOA,CHOIX,RIO SINALOA,LÉNTICO (HUMEDAL),LAGO,26.89223,-108.36081
OCPNO4508,VADO DE GUASAVE,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO,RÍO,25.56385,-108.45573
OCPNO4509,POZO #1 BASE 10,,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831
OCPNO4510,POZO CNA EL VARAL,,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194
OCPNO4511,PUENTE LIC. ROBERTO CAMACHO,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,ARROYO OCORONI,LÓTICO,ARROYO,25.589601,-108.459808
OCPNO4512,LA ENTRADA,,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579
OCPNO4513,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 1,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,GUASAVE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,25.37967,-108.66451
OCPNO4514,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 2,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,GUASAVE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,25.4458,-108.80312
OCPNO4515,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 4,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,GUASAVE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,25.56324,-108.8618
OCPNO4516,"BAHIA DE OUHIRA TOPOLOBAMPO SEG 36, 4 ISA8A",GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,BAHIA DE OUHIRA TOPOLOBAMPO SEG,COSTERO (HUMEDAL),BAHIA,25.60889,-108.94457
OCPNO4517,"BAHIA DE OUHIRA TOPOLOBAMPO SEG 3,6 ISA8A",GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,BAHIA DE OUHIRA TOPOLOBAMPO SEG,COSTERO (HUMEDAL),BAHIA,25.66135,-108.94641
OCPNO4518,LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA 2,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.65584,-108.99736
OCPNO4519,"FRENTE A PEMEX TOPOLOBAMPO SEG36, 1",GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNA DE SANTA MARIA TOPOLOBAMPO OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.61304,-109.03641
OCPNO4520,"FRENTE A PEMEX TOPO.SEG 36, 2 SA8A",GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNA DE SANTA MARIA TOPOLOBAMPO OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.60088,-109.03692
OCPNO4521,TOPOLOBAMPO MUELLE SEG36 3 ISA8A,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNA DE SANTA MARIA TOPOLOBAMPO OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.59797,-109.04398
OCPNO4522,LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA 1,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.59692,-109.0983
OCPNO4523,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 3,GRUPO DE CORRIENTE TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,25.49535,-109.00735
OCPNO4524,DREN MOCHICAHUI,GRUPO DE CORRIENTES TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,DREN MOCHICAHUI,LÓTICO,DREN,25.6853,-109.03733
OCPNO4525W1,LOS MOCHIS  (A) AGUAS ABAJO,GRUPO DE CORRIENTES TPOPOLOBAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,DREN JUAREZ,LÓTICO (HUMEDAL),DREN,25.70244,-109.06683
OCPNO4526,SAN MIGUEL ZAPOTITLAN,,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926
OCPNO4526M1,POZO 38 BAJADA DE SAN MIGUEL,,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO DEL RIO FUERTE,SUBTERRÁNEO,POZO,25.94262,-109.01929
OCPNO4527,RIO FUERTE 1,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,RIO FUERTE,LÓTICO,RÍO,25.93136,-109.13818
OCPNO4528,PUENTE SAN MIGUEL ZAPOTITLAN,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,25.95606,-109.05444
OCPNO4529,RIO FUERTE 2,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,LÓTICO,RÍO,25.95684,-108.94002
OCPNO4530,PRESA DERIVADORA SUFRAGIO 1,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA DERIVADORA SUFRAGIO,LÉNTICO,PRESA,26.07131,-108.78381
OCPNO4531,POZO CNA-350 BOCA DE ARROYO,,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541
OCPNO4532,PRESA JOSEFA ORTIZ DE DOMINGUEZ 1,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LÉNTICO (HUMEDAL),PRESA,26.43419,-108.70803
OCPNO4533,PRESA JOSEFA ORTIZ DE DOMINGUEZ 2,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LÉNTICO (HUMEDAL),PRESA,26.46003,-108.70685
OCPNO4534,PRESA JOSEFA ORTIZ DE DOMINGUEZ 4,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LÉNTICO (HUMEDAL),PRESA,26.46285,-108.68713
OCPNO4535,PRESA JOSEFA ORTIZ DE DOMINGUEZ 5,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA JOSEFA ORTIZ DE DOMINGUEZ,LÉNTICO (HUMEDAL),PRESA,26.45624,-108.67665
OCPNO4536,PUENTE BAROTEN (EL FUERTE),RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,26.39287,-108.65543
OCPNO4537,RIO FUERTE 3,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,26.42439,-108.62204
OCPNO4538,RIO FUERTE 4,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,26.43445,-108.62314
OCPNO4539,PRESA MIGUEL HIDALGO Y COSTILLA 5,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,26.54078,-108.54667
OCPNO4540,PRESA MIGUEL HIDALGO Y COSTILLA 3,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,26.55989,-108.56567
OCPNO4541,PRESA MIGUEL HIDALGO Y COSTILLA 1,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,EL FUERTE,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,26.54325,-108.5768
OCPNO4542,PRESA MIGUEL HIDALGO Y COSTILLA 4,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,CHOIX,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,26.57691,-108.54863
OCPNO4543,PRESA LUIS DONALDO COLOSIO 2,RÍO FUERTE 1,,,PACÍFICO NORTE,SINALOA,CHOIX,PRESA LUIS DONALDO COLOSIO,LÉNTICO,PRESA,26.8453,-108.36723
OCPNO4544,PRESA LUIS DONALDO COLOSIO 3,RÍO FUERTE 1,,,PACÍFICO NORTE,SINALOA,CHOIX,PRESA LUIS DONALDO COLOSIO,LÉNTICO (HUMEDAL),PRESA,26.89038,-108.38062
OCPNO4545,PRESA LUIS DONALDO COLOSIO 4,RÍO FUERTE 1,,,PACÍFICO NORTE,SINALOA,CHOIX,PRESA LUIS DONALDO COLOSIO,LÉNTICO (HUMEDAL),PRESA,26.91922,-108.3674
OCPNO4547,SISTEMA LAGUNAR AGIABAMPO 3,GRUPO DE CORRIENTES AGIABAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,SISTEMA LAGUNAR AGIABAMPO,COSTERO (HUMEDAL),LAGUNA,26.27968,-109.13863
OCPNO4548,SISTEMA LAGUNAR AGIABAMPO 2,GRUPO DE CORRIENTES AGIABAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,SISTEMA LAGUNAR AGIABAMPO,COSTERO (HUMEDAL),LAGUNA,26.27107,-109.09144
OCPNO4549,SISTEMA LAGUNAR AGIABAMPO 1,GRUPO DE CORRIENTES AGIABAMPO,,,PACÍFICO NORTE,SINALOA,AHOME,SISTEMA LAGUNAR AGIABAMPO,COSTERO (HUMEDAL),LAGUNA,26.21159,-109.10863
OCPNO4550,HIGUERA DE ZARAGOZA,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,25.94404,-109.26871
OCPNO4551,POZO SAN JOSE DE AHOME,,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93188,-109.2598
OCPNO4551M1,POZO 12 LAS QUINTAS,,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195
OCPNO4552W1,RH10-4 SINALOA,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,RIO FUERTE,LÓTICO,RÍO,25.85551,-109.34818
OCPNO4553,BAHÍA EL COLORADO,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,BAHÍA EL COLORADO,COSTERO (HUMEDAL),BAHIA,25.76128,-109.35629
OCPNO4554,BAHIA DE SANTA M TOPOLOBAMPO-OHUIRA 3,RÍO FUERTE 2,,,PACÍFICO NORTE,SINALOA,AHOME,LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA,COSTERO (HUMEDAL),LAGUNA,25.76922,-109.30555
OCPNO4555W1,DESEMBOCADURA RIO SINALOA,RÍO SINALOA 2,,,PACÍFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,LÓTICO - COSTERO,ESTUARIO,25.28194,-108.49509
OCPNO4556,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2,GRUPO DE CORRIENTES REFORMA,,,PACÍFICO NORTE,SINALOA,ANGOSTURA,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO,LAGUNA,25.07516,-108.05888
OCPNO4556M1,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2,GRUPO DE CORRIENTES HUYAQUI,,,PACÍFICO NORTE,SINALOA,ANGOSTURA,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO (HUMEDAL),LAGUNA,25.06226,-108.09045
OCPNO4557,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 1,RÍO PERICOS 2,,,PACÍFICO NORTE,SINALOA,NAVOLATO,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO (HUMEDAL),LAGUNA,24.80133,-108.02193
OCPNO4558,PUENTE EL GUAMUCHILITO,RÍO CULIACÁN,,,PACÍFICO NORTE,SINALOA,NAVOLATO,DREN MARGEN DERECHA,LÓTICO,DREN,24.83999,-107.72364
OCPNO4559,PUENTE LA PALMA,RÍO CULIACÁN,,,PACÍFICO NORTE,SINALOA,NAVOLATO,DREN MARGEN DERECHA,LÓTICO,DREN,24.83433,-107.65428
OCPNO4560,PRESA DIQUE LA MARIQUITA 4,RÍO PERICOS 2,,,PACÍFICO NORTE,SINALOA,MOCORITO,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,25.00748,-107.62775
OCPNO4561,PRESA DIQUE LA MARIQUITA 3,RÍO PERICOS 2,,,PACÍFICO NORTE,SINALOA,MOCORITO,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,25.02358,-107.63698
OCPNO4562,PRESA DIQUE LA MARIQUITA 5,RÍO PERICOS 2,,,PACÍFICO NORTE,SINALOA,MOCORITO,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,25.02704,-107.62794
OCPNO4563,PRESA DIQUE LA MARIQUITA 2,RÍO PERICOS 2,,,PACÍFICO NORTE,SINALOA,MOCORITO,DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,25.03546,-107.64051
OCPNO4564,BAHIA DE ALTATA2 ISA10B,GRUPO DE CORRIENTES PABELLONES,,,PACÍFICO NORTE,SINALOA,CULIACÁN,BAHIA DE ALTATA,COSTERO (HUMEDAL),BAHIA,24.37924,-107.55543
OCPNO4565,BAHÍA ENSENADA PABELLONES 1,GRUPO DE CORRIENTES PABELLONES,,,PACÍFICO NORTE,SINALOA,CULIACÁN,BAHÍA ENSENADA PABELLONES,COSTERO (HUMEDAL),BAHIA,24.37731,-107.5288
OCPNO4566,BAHIA DE ALTATA3 ISA10B,GRUPO DE CORRIENTES PABELLONES,,,PACÍFICO NORTE,SINALOA,CULIACÁN,BAHIA DE ALTATA,COSTERO (HUMEDAL),BAHIA,24.37296,-107.54128
OCPNO4567,RIO SAN LORENZO 4,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),RÍO,24.26821,-107.4015
OCPNO4568,DESEMBOCADURA RIO SAN LORENZO,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,24.25007,-107.4132
OCPNO4569,EL DORADO,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,24.31147,-107.35151
OCPNO4570,RH10-3 SINALOA,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO,RÍO,24.31101,-107.35225
OCPNO4570M1,RH10-3 SINALOA,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,24.29916,-107.36681
OCPNO4571,"INGENIO EL DORADO, S.A. DE C.V. SINALOA (AGUAS ARRIBA)",RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,DREN AGRICOLA 0+500,LÓTICO,DESCARGA,24.32001,-107.36934
OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762
OCPNO4573,RIO SAN LORENZO 5,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,24.35027,-107.3195
OCPNO4574,RIO SAN LORENZO 6,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,24.40696,-107.22522
OCPNO4575,QUILA,,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882
OCPNO4576,PUENTE SAN LORENZO (PUENTE CARRETERA INTERNACIONAL),RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO SAN LORENZO,LÓTICO,RÍO,24.44614,-107.09562
OCPNO4577,TABALA,,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189
OCPNO4578,RIO SAN LORENZO 7,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,COSALÁ,RIO SAN LORENZO,LÓTICO,RÍO,24.44003,-107.00619
OCPNO4579,RIO SAN LORENZO 8,RÍO SAN LORENZO 2,,,PACÍFICO NORTE,SINALOA,COSALÁ,RIO SAN LORENZO,LÓTICO,RÍO,24.48826,-106.95173
OCPNO4580,PRESA JOSE LOPEZ PORTILLO 1,RÍO SAN LORENZO 1,,,PACÍFICO NORTE,SINALOA,COSALÁ,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,24.57212,-106.80581
OCPNO4581,PRESA JOSE LOPEZ PORTILLO 2,RÍO SAN LORENZO 1,,,PACÍFICO NORTE,SINALOA,COSALÁ,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,24.58537,-106.79475
OCPNO4582,PRESA JOSE LOPEZ PORTILLO 3,RÍO SAN LORENZO 1,,,PACÍFICO NORTE,SINALOA,COSALÁ,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,24.60864,-106.76237
OCPNO4583,PRESA JOSE LOPEZ PORTILLO 4,RÍO SAN LORENZO 1,,,PACÍFICO NORTE,SINALOA,COSALÁ,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,24.59264,-106.74781
OCPNO4584,PRESA JOSE LOPEZ PORTILLO 5,RÍO SAN LORENZO 1,,,PACÍFICO NORTE,SINALOA,COSALÁ,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,24.62845,-106.71886
OCPNO4585,RIO ELOTA 7,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,CULIACÁN,RIO ELOTA,LÓTICO,RÍO,24.39827,-106.60582
OCPNO4586,RIO ELOTA 6,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,COSALÁ,RIO ELOTA,LÓTICO,RÍO,24.33562,-106.6459
OCPNO4587,RIO ELOTA SALIDA DE PRESA EL SALTO,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO ELOTA,LÓTICO,CANAL,24.11846,-106.68166
OCPNO4588,PRESA AURELIO BENASSINI VIZCAINO 4,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,24.1363,-106.65058
OCPNO4589,PRESA AURELIO BENASSINI VIZCAINO 3,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,ELOTA,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,24.14662,-106.69051
OCPNO4590,PRESA AURELIO BENASSINI VIZCAINO 2,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,ELOTA,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,24.13018,-106.6851
OCPNO4591,PRESA AURELIO BENASSINI VIZCAINO 1,RÍO HABITAS,,,PACÍFICO NORTE,SINALOA,ELOTA,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,24.13359,-106.7261
OCPNO4592,RIO ELOTA 3,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO ELOTA,LÓTICO (HUMEDAL),ARROYO,23.96,-106.69908
OCPNO4593,PUENTE INTERNACIONAL. (PUENTE ELOTA),RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,23.95843,-106.71391
OCPNO4594,RIO ELOTA 2,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,23.93017,-106.77063
OCPNO4595,EL LIMONCITO,,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659
